script	school	kind	fields_json	levels_json	calls	attrs
Quest\节日冬至\段树_截阳.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE", "nChannelInterval": "2000"}	[{"nDamageBase": "2000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "2000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "2000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "2000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_NEUTRAL_DAMAGE;EXECUTE_SCRIPT;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
Quest\节日冬至\澜漪_商阳指.lua	Quest	bytecode	{}	[]		nChannelInterval;nCostMana;nMinRadius;nMaxRadius;nAreaRadius;nAngleRange
Quest\节日冬至\风眠_无间狱.lua	Quest	plain	{"bIgnorePrepareState": "true"}	[]	SetNormalCoolDown(1, 393);SetNormalCoolDown(2, 1930);SetNormalCoolDown(3, 2268)	EXECUTE_SCRIPT
Quest\节日冬至\风眠_无间狱每跳释放.lua	Quest	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\节日冬至\风眠门客信物无间狱.lua	Quest	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\蔷薇列岛\云真_千羽箭.lua	Quest	plain	{"nPrepareFrames": "16", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
Quest\蔷薇列岛\云真_扇形箭.lua	Quest	plain	{"nAngleRange": "42", "nAreaRadius": "9 * LENGTH_BASE", "nPrepareFrames": "24"}	[{"nDamageBase": "5000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\蔷薇列岛\云真_连珠箭.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "128", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[]		EXECUTE_SCRIPT
Quest\蔷薇列岛\炸弹AOE.lua	Quest	plain	{"nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "10000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
Quest\藏剑山庄_乱世\夕照雷锋.lua	Quest	plain	{"nBaseThreat": "500000", "bIgnorePrepareState": "true", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAreaRadius": "20 * LENGTH_BASE", "nWeaponDamagePercent": "15360"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 1294)	CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\趣味玩法\玩具_如临深渊.lua	Quest	bytecode	{}	[]	SetNormalCoolDown	nCostMana;nMinRadius;nMaxRadius;nAngleRange
Quest\逐鹿中原\骑乘.lua	Quest	bytecode	{}	[]		nCostMana;nMinRadius;nMaxRadius;nAngleRange
Quest\银霜口\月泉宗高级弟子_180度扇形AOE.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "8 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "10000", "nDamageRand": "1000", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\银霜口\武家弟子_180度扇形AOE.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "8 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "30000", "nDamageRand": "2000", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\银霜口\事件\平宵小\PQ428_BOSS_放置圆形预警.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "200 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "4 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\银霜口\事件\引猪出洞\PQ421_野猪王_圆形AOE.lua	Quest	plain	{"nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8", "nChannelFrame": "39", "bInstantChannel": "true", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "11000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\银霜口\事件\引猪出洞\PQ421_野猪王_圆形AOE_25尺.lua	Quest	plain	{"nAreaRadius": "25 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "76000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\银霜口\事件\引猪出洞\PQ421_野猪王_扇形AOE.lua	Quest	plain	{"nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "42", "nAreaRadius": "85 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "76000", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_KNOCKED_OFF_PARABOLA;CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
Quest\银霜口\事件\金色玉石\PQ449_BOSS_二连扇形伤害.lua	Quest	plain	{"bIgnorePrepareState": "true", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "64", "nAreaRadius": "15 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "768"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE
Quest\银霜口\事件\金色玉石\PQ449_BOSS_二连扇形预警.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "64", "nAreaRadius": "15 * LENGTH_BASE", "nPrepareFrames": "32", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\银霜口\事件\金色玉石\PQ449_BOSS_圆形目标点伤害.lua	Quest	plain	{"bIgnorePrepareState": "true", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "200 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "15 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE
Quest\银霜口\事件\金色玉石\PQ449_BOSS_圆形蓄力击飞.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "20 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "1024"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_KNOCKED_OFF_PARABOLA;CALL_PHYSICS_DAMAGE;EXECUTE_SCRIPT
Quest\银霜口\事件\金色玉石\PQ449_BOSS_圆形通道伤害.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "5 * LENGTH_BASE", "nChannelInterval": "10", "nChannelFrame": "68", "bInstantChannel": "false", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE
Quest\银霜口\事件\金色玉石\PQ449_BOSS_圆形通道预警.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "200 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "4 * LENGTH_BASE", "nPrepareFrames": "48", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\银霜口\事件\金色玉石\PQ449_BOSS_普通攻击母技能.lua	Quest	plain	{"nMinRadius": "4 * LENGTH_BASE", "nMaxRadius": "40 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "40 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
Quest\银霜口\事件\金色玉石\PQ449_BOSS_矩形通道实际伤害.lua	Quest	plain	{"bIgnorePrepareState": "true", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "10 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE
Quest\银霜口\事件\金色玉石\PQ449_BOSS_矩形通道读条.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "20 * LENGTH_BASE", "nChannelInterval": "13", "nChannelFrame": "62", "bInstantChannel": "false", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0", "nWeaponDamagePercent": "384"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
Quest\银霜口\事件\金色玉石\PQ449_BOSS_近战攻击.lua	Quest	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "4 * LENGTH_BASE", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE", "nBreakRate": "0 * PERCENT_BASE", "nDismountingRate": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE
